invc_code,dispatch_revenue,artb_sales_amt,artb_tax_amt,artb_total,difference
1484416,1342.00,1342.00,80.52,1422.52,-80.52
1484417,1195.00,1195.00,71.70,1266.70,-71.70
1484418,120.00,120.00,7.20,127.20,-7.20
1484419,2970.00,3250.50,164.34,3414.84,-444.84
1484558,662.50,662.50,0.00,662.50,0.00
1484559,2025.00,2025.00,0.00,2025.00,0.00
1484560,7562.50,7562.50,0.00,7562.50,0.00
1484561,81.00,81.00,0.00,81.00,0.00
1484732,9843.00,0,0,0,9843.00
1484733,264.00,0,0,0,264.00
1484794,417.00,0,0,0,417.00
